rssi,rsrp,rsrq,rssnr,mPci,mEarfcn,Cell_mPci,Cell_rssi,Cell_rsrp,Cell_rsrq,epoch
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080187.599570
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080187.880575
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080188.177965
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080188.468577
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080188.762980
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080189.067393
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080189.357631
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080189.668992
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080189.978552
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080190.240964
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080190.523237
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080190.818093
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080191.105512
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080191.426024
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080191.721431
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080192.014370
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080192.301201
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080192.609416
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080192.891523
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080193.195330
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080193.515309
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080193.811685
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080194.118271
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080194.412649
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080194.713104
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080195.007371
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080195.256626
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080195.531638
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080195.813746
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080196.118781
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080196.433817
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080196.758277
-51,-83,-11,24,423,66536,423,-55,-82,-8,1688080197.058323
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080197.350045
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080197.651191
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080197.940478
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080198.241068
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080198.532678
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080198.823712
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080199.121059
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080199.415060
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080199.700611
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080199.984153
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080200.253329
-51,-83,-11,24,423,66536,423,-51,-77,-9,1688080200.525742
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080200.819008
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080201.111792
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080201.403537
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080201.706957
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080202.006496
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080202.290738
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080202.592333
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080202.907443
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080203.214326
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080203.542215
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080203.839855
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080204.129275
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080204.434777
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080204.722239
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080205.008794
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080205.256433
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080205.522529
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080205.807137
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080206.092346
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080206.377175
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080206.729826
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080207.014100
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080207.304161
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080207.595111
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080207.885458
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080208.176293
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080208.457934
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080208.751700
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080209.036774
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080209.331317
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080209.630276
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080209.922349
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080210.186339
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080210.450453
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080210.746186
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080211.050153
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080211.342800
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080211.635829
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080211.925036
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080212.215803
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080212.502731
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080212.791354
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080213.093086
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080213.386283
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080213.682663
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080213.992334
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080214.286921
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080214.579057
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080214.863417
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080215.132394
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080215.398528
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080215.684400
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080215.970579
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080216.286383
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080216.586317
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080216.876802
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080217.167400
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080217.450618
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080217.758009
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080218.043041
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080218.349650
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080218.658741
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080218.952673
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080219.245335
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080219.534917
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080219.836347
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080220.121888
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080220.385289
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080220.667693
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080220.954872
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080221.250782
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080221.560224
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080221.842293
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080222.136980
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080222.432189
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080222.722100
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080223.041872
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080223.342181
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080223.641646
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080223.930746
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080224.224821
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080224.538801
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080224.830168
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080225.112704
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080225.398515
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080225.685625
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080225.976340
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080226.267461
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080226.579149
-51,-77,-11,25,423,66536,423,-51,-77,-9,1688080226.877185
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080227.165994
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080227.459482
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080227.763061
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080228.049866
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080228.364229
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080228.658466
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080228.955430
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080229.262398
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080229.560141
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080229.865041
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080230.142596
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080230.422482
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080230.704615
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080231.019245
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080231.322544
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080231.622074
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080231.908534
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080232.220631
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080232.532610
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080232.858717
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080233.161044
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080233.459978
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080233.756985
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080234.051870
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080234.355521
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080234.652392
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080234.943900
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080235.214347
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080235.489981
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080235.771888
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080236.080624
-51,-77,-11,25,423,66536,423,-51,-73,-9,1688080236.381950
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080236.678363
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080236.968862
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080237.266955
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080237.583196
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080237.874040
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080238.175834
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080238.464714
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080238.790070
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080239.109426
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080239.408644
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080239.691880
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080239.989424
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080240.265766
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080240.529262
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080240.814395
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080241.122124
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080241.407741
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080241.706013
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080241.992801
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080242.270634
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080242.582730
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080242.877765
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080243.168326
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080243.454852
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080243.756163
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080244.068694
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080244.358278
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080244.656637
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080244.935391
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080245.189727
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080245.478856
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080245.774464
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080246.066313
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080246.361114
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080246.674763
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080246.987855
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080247.294641
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080247.581259
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080247.883832
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080248.186256
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080248.495760
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080248.756139
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080249.026576
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080249.318160
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080249.614590
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080249.912417
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080250.181268
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080250.443357
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080250.740073
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080251.029863
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080251.336613
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080251.646007
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080251.927881
-51,-74,-9,26,423,66536,423,-51,-73,-9,1688080252.235327
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080252.525869
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080252.834594
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080253.114682
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080253.414522
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080253.725715
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080254.006494
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080254.306262
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080254.605862
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080254.894849
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080255.168051
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080255.430503
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080255.720744
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080256.002413
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080256.314220
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080256.621465
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080256.909680
-51,-75,-11,25,423,66536,423,-51,-73,-9,1688080257.211964
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080257.503716
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080257.807060
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080258.110228
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080258.401977
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080258.690095
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080258.976264
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080259.295525
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080259.601048
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080259.877774
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080260.148785
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080260.422831
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080260.719035
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080261.008693
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080261.307592
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080261.608694
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080261.902046
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080262.202217
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080262.504788
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080262.793988
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080263.094637
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080263.394912
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080263.681082
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080263.981518
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080264.281378
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080264.575175
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080264.865386
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080265.140269
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080265.400354
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080265.670850
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080265.961851
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080266.265429
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080266.558698
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080266.853659
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080267.152319
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080267.451523
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080267.783495
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080268.081237
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080268.365154
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080268.642895
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080268.932414
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080269.271839
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080269.559319
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080269.866084
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080270.155177
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080270.401195
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080270.678662
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080270.966984
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080271.278233
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080271.603642
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080271.895247
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080272.182421
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080272.473289
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080272.791192
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080273.074821
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080273.365122
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080273.672656
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080273.969405
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080274.269306
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080274.588181
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080274.876607
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080275.152907
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080275.429558
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080275.710938
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080276.014712
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080276.303327
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080276.604942
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080276.892637
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080277.192953
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080277.489673
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080277.776752
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080278.090958
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080278.381496
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080278.681898
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080278.998727
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080279.298446
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080279.579837
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080279.881420
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080280.167262
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080280.452830
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080280.747887
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080281.056741
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080281.353340
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080281.644519
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080281.942615
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080282.259322
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080282.558070
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080282.863714
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080283.174546
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080283.480407
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080283.769024
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080284.069112
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080284.373410
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080284.671098
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080284.957162
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080285.225964
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080285.534661
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080285.825585
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080286.135696
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080286.434842
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080286.762013
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080287.062485
-51,-75,-11,25,423,66536,423,-51,-74,-8,1688080287.373561
-51,-75,-11,25,423,66536,423,-51,-82,-8,1688080287.670590
-51,-75,-11,25,423,66536,423,-51,-82,-8,1688080287.957192
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080288.261966
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080288.581220
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080288.879166
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080289.165670
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080289.454837
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080289.753270
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080290.034596
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080290.303161
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080290.606664
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080290.901472
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080291.210365
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080291.505785
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080291.793135
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080292.115283
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080292.413450
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080292.713104
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080293.003676
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080293.305871
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080293.620773
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080293.923449
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080294.218100
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080294.527307
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080294.829742
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080295.110271
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080295.368411
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080295.670362
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080295.963607
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080296.268546
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080296.578666
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080296.878441
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080297.190474
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080297.470648
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080297.755892
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080298.050575
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080298.360778
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080298.654276
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080298.963236
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080299.268360
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080299.572142
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080299.863626
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080300.141137
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080300.397428
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080300.689840
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080300.975491
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080301.260154
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080301.560369
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080301.868341
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080302.166136
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080302.457159
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080302.748660
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080303.067108
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080303.373494
-51,-81,-9,23,423,66536,423,-51,-82,-8,1688080303.682231
-51,-81,-11,23,423,66536,423,-51,-82,-8,1688080303.968371
-51,-81,-11,23,423,66536,423,-51,-82,-8,1688080304.275558
-51,-81,-11,23,423,66536,423,-51,-82,-8,1688080304.588876
