Time,src,dst,length,ttl,Type,RTT,Time,lat,lon,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,mPci,mEarfcn,rssi,rsrp,rsrq,
1684960399,10.215.173.1,172.217.14.68,132,64,8,,1684960404,40.527786,-111.888644,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-101,-16,1,2,411,5230,-73,-103,-18
1684960399,172.217.14.68,10.215.173.1,132,64,0,38.332,1684960404,40.527786,-111.888644,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-101,-16,1,2,411,5230,-73,-103,-18
1684960400,10.215.173.1,172.217.14.68,132,64,8,,1684960404,40.527857,-111.888679,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-101,-16,1,2,411,5230,-73,-103,-18
1684960400,172.217.14.68,10.215.173.1,132,64,0,47.969,1684960404,40.527857,-111.888679,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-102,-16,-3,2,411,5230,-73,-103,-18
1684960401,10.215.173.1,172.217.14.68,132,64,8,,1684960405,40.527857,-111.888679,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-102,-16,-3,2,411,5230,-73,-103,-18
1684960401,172.217.14.68,10.215.173.1,132,64,0,51.295,1684960407,40.528129,-111.888851,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-16,0,2,411,5230,-73,-103,-18
1684960402,10.215.173.1,172.217.14.68,132,64,8,,1684960407,40.528129,-111.888851,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-16,0,2,411,5230,-73,-103,-18
1684960402,172.217.14.68,10.215.173.1,132,64,0,55.443,1684960408,40.528129,-111.888851,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-16,0,2,411,5230,-73,-103,-18
1684960403,10.215.173.1,172.217.14.68,132,64,8,,1684960408,40.528203,-111.88891,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-16,0,2,411,5230,-73,-103,-18
1684960403,172.217.14.68,10.215.173.1,132,64,0,53.445,1684960408,40.528203,-111.88891,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960404,10.215.173.1,172.217.14.68,132,64,8,,1684960409,40.528203,-111.88891,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960404,172.217.14.68,10.215.173.1,132,64,0,44.602,1684960409,40.528203,-111.88891,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960405,10.215.173.1,172.217.14.68,132,64,8,,1684960409,40.528265,-111.888967,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960405,172.217.14.68,10.215.173.1,132,64,0,45.814,1684960410,40.528265,-111.888967,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960406,10.215.173.1,172.217.14.68,132,64,8,,1684960410,40.528265,-111.888967,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960406,172.217.14.68,10.215.173.1,132,64,0,47.495,1684960410,40.528318,-111.889016,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960407,10.215.173.1,172.217.14.68,132,64,8,,1684960411,40.528318,-111.889016,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-96,-17,-1,2,411,5230,-73,-103,-18
1684960407,172.217.14.68,10.215.173.1,132,64,0,43.656,1684960413,40.528398,-111.889109,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-95,-17,-1,2,411,5230,-73,-103,-18
1684960408,10.215.173.1,172.217.14.68,132,64,8,,1684960413,40.528398,-111.889109,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-95,-17,-1,2,411,5230,-73,-103,-18
1684960408,172.217.14.68,10.215.173.1,132,64,0,49.038,1684960414,40.528398,-111.889109,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-95,-17,-1,2,411,5230,-73,-103,-18
1684960409,10.215.173.1,172.217.14.68,132,64,8,,1684960414,40.528404,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-95,-17,-1,2,411,5230,-73,-103,-18
1684960409,172.217.14.68,10.215.173.1,132,64,0,57.136,1684960414,40.528404,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960410,10.215.173.1,172.217.14.68,132,64,8,,1684960415,40.528404,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960410,172.217.14.68,10.215.173.1,132,64,0,42.484,1684960415,40.528404,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960411,10.215.173.1,172.217.14.68,132,64,8,,1684960415,40.528406,-111.889115,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960411,172.217.14.68,10.215.173.1,132,64,0,48.808,1684960416,40.528406,-111.889115,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960412,10.215.173.1,172.217.14.68,132,64,8,,1684960416,40.528406,-111.889115,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960412,172.217.14.68,10.215.173.1,132,64,0,47.761,1684960416,40.528408,-111.889111,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960413,10.215.173.1,172.217.14.68,132,64,8,,1684960417,40.528408,-111.889111,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-99,-17,-1,2,411,5230,-73,-103,-18
1684960413,172.217.14.68,10.215.173.1,132,64,0,44.062,1684960419,40.528411,-111.889111,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-102,-17,-9,1,411,5230,-73,-103,-17
1684960414,10.215.173.1,172.217.14.68,132,64,8,,1684960420,40.528411,-111.889111,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-102,-17,-9,1,411,5230,-73,-103,-17
1684960414,172.217.14.68,10.215.173.1,132,64,0,52.045,1684960420,40.528411,-111.889111,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,2,411,5230,-73,-103,-17
1684960415,10.215.173.1,172.217.14.68,132,64,8,,1684960420,40.528412,-111.889113,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,2,411,5230,-73,-103,-17
1684960415,172.217.14.68,10.215.173.1,132,64,0,43.514,1684960420,40.528412,-111.889113,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-102,-18,-3,1,411,5230,-73,-103,-17
1684960416,10.215.173.1,172.217.14.68,132,64,8,,1684960421,40.528412,-111.889113,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-102,-18,-3,1,411,5230,-73,-103,-17
1684960416,172.217.14.68,10.215.173.1,132,64,0,44.857,1684960421,40.528414,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-102,-18,-3,1,411,5230,-73,-103,-17
1684960417,10.215.173.1,172.217.14.68,132,64,8,,1684960421,40.528414,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-102,-18,-3,1,411,5230,-73,-103,-17
1684960417,172.217.14.68,10.215.173.1,132,64,0,41.84,1684960422,40.528414,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-102,-18,-3,1,411,5230,-73,-103,-17
1684960418,10.215.173.1,172.217.14.68,132,64,8,,1684960422,40.528414,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-17,-4,1,411,5230,-73,-101,-18
1684960418,172.217.14.68,10.215.173.1,132,64,0,46.854,1684960422,40.528414,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-17,-4,1,411,5230,-73,-101,-18
1684960419,10.215.173.1,172.217.14.68,132,64,8,,1684960423,40.528414,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-17,-4,1,411,5230,-73,-101,-18
1684960419,172.217.14.68,10.215.173.1,132,64,0,45.282,1684960425,40.528415,-111.889115,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-73,-101,-18
1684960420,10.215.173.1,172.217.14.68,132,64,8,,1684960425,40.528415,-111.889115,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-73,-101,-18
1684960420,172.217.14.68,10.215.173.1,132,64,0,58.198,1684960426,40.528415,-111.889115,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-73,-101,-18
1684960421,10.215.173.1,172.217.14.68,132,64,8,,1684960426,40.528416,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-73,-101,-18
1684960421,172.217.14.68,10.215.173.1,132,64,0,50.71,1684960426,40.528416,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-73,-101,-18
1684960422,10.215.173.1,172.217.14.68,132,64,8,,1684960427,40.528416,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-73,-101,-18
1684960422,172.217.14.68,10.215.173.1,132,64,0,41.088,1684960427,40.528416,-111.889116,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-71,-100,-17
1684960423,10.215.173.1,172.217.14.68,132,64,8,,1684960427,40.528417,-111.889117,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-71,-100,-17
1684960423,172.217.14.68,10.215.173.1,132,64,0,44.147,1684960428,40.528417,-111.889117,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-71,-100,-17
1684960424,10.215.173.1,172.217.14.68,132,64,8,,1684960428,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-71,-100,-17
1684960424,172.217.14.68,10.215.173.1,132,64,0,45.291,1684960428,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-71,-100,-17
1684960425,10.215.173.1,172.217.14.68,132,64,8,,1684960428,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-100,-18,-2,1,411,5230,-71,-100,-17
1684960425,172.217.14.68,10.215.173.1,132,64,0,45.265,1684960431,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-71,-100,-17
1684960426,10.215.173.1,172.217.14.68,132,64,8,,1684960431,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-71,-100,-17
1684960426,172.217.14.68,10.215.173.1,132,64,0,43.186,1684960432,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-71,-100,-17
1684960427,10.215.173.1,172.217.14.68,132,64,8,,1684960432,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960427,172.217.14.68,10.215.173.1,132,64,0,40.018,1684960432,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960428,10.215.173.1,172.217.14.68,132,64,8,,1684960433,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960428,172.217.14.68,10.215.173.1,132,64,0,52.241,1684960433,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960429,10.215.173.1,172.217.14.68,132,64,8,,1684960433,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960429,172.217.14.68,10.215.173.1,132,64,0,45.99,1684960433,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960430,10.215.173.1,172.217.14.68,132,64,8,,1684960434,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960430,172.217.14.68,10.215.173.1,132,64,0,45.104,1684960436,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960431,10.215.173.1,172.217.14.68,132,64,8,,1684960437,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-77,-101,-13
1684960431,172.217.14.68,10.215.173.1,132,64,0,46.807,1684960437,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960432,10.215.173.1,172.217.14.68,132,64,8,,1684960437,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960432,172.217.14.68,10.215.173.1,132,64,0,41.646,1684960437,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960433,10.215.173.1,172.217.14.68,132,64,8,,1684960438,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960433,172.217.14.68,10.215.173.1,132,64,0,40.282,1684960438,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960434,10.215.173.1,172.217.14.68,132,64,8,,1684960438,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960434,172.217.14.68,10.215.173.1,132,64,0,39.431,1684960439,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960435,10.215.173.1,172.217.14.68,132,64,8,,1684960439,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960435,172.217.14.68,10.215.173.1,132,64,0,52.274,1684960439,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960436,10.215.173.1,172.217.14.68,132,64,8,,1684960440,40.528417,-111.889118,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-63,-99,-18,-3,1,411,5230,-73,-100,-17
1684960436,172.217.14.68,10.215.173.1,132,64,0,49.135,1684960442,40.528433,-111.889144,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-96,-18,-1,1,411,5230,-77,-105,-16
1684960437,10.215.173.1,172.217.14.68,132,64,8,,1684960443,40.528433,-111.889144,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-96,-18,-1,1,411,5230,-77,-105,-16
1684960437,172.217.14.68,10.215.173.1,132,64,0,53.19,1684960443,40.528442,-111.889163,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-96,-18,-1,1,411,5230,-77,-105,-16
1684960438,10.215.173.1,172.217.14.68,132,64,8,,1684960443,40.528447,-111.889188,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-96,-18,-1,1,411,5230,-77,-105,-16
1684960438,172.217.14.68,10.215.173.1,132,64,0,42.969,1684960444,40.528447,-111.889188,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-96,-18,-1,1,411,5230,-77,-105,-16
1684960439,10.215.173.1,172.217.14.68,132,64,8,,1684960444,40.528447,-111.889188,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-96,-18,-1,1,411,5230,-77,-105,-16
1684960439,172.217.14.68,10.215.173.1,132,64,0,41.556,1684960444,40.528448,-111.889248,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-96,-18,-1,1,411,5230,-77,-105,-16
1684960440,10.215.173.1,172.217.14.68,132,64,8,,1684960444,40.528448,-111.889248,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-101,-17,-2,2,411,5230,-77,-105,-16
1684960440,172.217.14.68,10.215.173.1,132,64,0,74.466,1684960445,40.528448,-111.889248,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-101,-17,-2,2,411,5230,-77,-105,-16
1684960441,10.215.173.1,172.217.14.68,132,64,8,,1684960445,40.528426,-111.889311,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-101,-17,-2,2,411,5230,-77,-105,-16
1684960441,172.217.14.68,10.215.173.1,132,64,0,49.174,1684960445,40.528426,-111.889311,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-101,-17,-2,2,411,5230,-77,-105,-16
1684960442,10.215.173.1,172.217.14.68,132,64,8,,1684960446,40.528426,-111.889311,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-101,-17,-2,2,411,5230,-77,-105,-16
1684960442,172.217.14.68,10.215.173.1,132,64,0,54.598,1684960448,40.528264,-111.889296,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-106,-17,-7,1,411,5230,-79,-104,-14
1684960443,10.215.173.1,172.217.14.68,132,64,8,,1684960449,40.528264,-111.889296,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-106,-17,-7,1,411,5230,-79,-104,-14
1684960443,172.217.14.68,10.215.173.1,132,64,0,47.139,1684960449,40.528264,-111.889296,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-17,2,2,411,5230,-79,-104,-14
1684960444,10.215.173.1,172.217.14.68,132,64,8,,1684960449,40.528215,-111.889219,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-17,2,2,411,5230,-79,-104,-14
1684960444,172.217.14.68,10.215.173.1,132,64,0,54.232,1684960450,40.528215,-111.889219,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-17,2,2,411,5230,-79,-104,-14
1684960445,10.215.173.1,172.217.14.68,132,64,8,,1684960450,40.528215,-111.889219,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-17,2,2,411,5230,-79,-104,-14
1684960445,172.217.14.68,10.215.173.1,132,64,0,71.002,1684960450,40.528162,-111.889133,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-17,2,2,411,5230,-79,-104,-14
1684960446,10.215.173.1,172.217.14.68,132,64,8,,1684960450,40.528162,-111.889133,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-99,-16,0,2,411,5230,-79,-104,-14
1684960446,172.217.14.68,10.215.173.1,132,64,0,60.388,1684960451,40.528162,-111.889133,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-67,-99,-16,0,2,411,5230,-79,-104,-14
1684960447,10.215.173.1,172.217.14.68,132,64,8,,1684960451,40.528103,-111.889046,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-95,-16,1,2,411,5230,-79,-104,-14
1684960447,172.217.14.68,10.215.173.1,132,64,0,48.404,1684960451,40.528103,-111.889046,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-95,-16,1,2,411,5230,-79,-104,-14
1684960448,10.215.173.1,172.217.14.68,132,64,8,,1684960454,40.52789,-111.888826,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-95,-16,1,2,411,5230,-79,-104,-14
1684960448,172.217.14.68,10.215.173.1,132,64,0,41.262,1684960454,40.52789,-111.888826,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-95,-16,1,2,411,5230,-79,-104,-14
1684960449,10.215.173.1,172.217.14.68,132,64,8,,1684960455,40.52789,-111.888826,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-95,-16,1,2,411,5230,-79,-104,-14
1684960449,172.217.14.68,10.215.173.1,132,64,0,46.944,1684960455,40.52789,-111.888826,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-95,-16,1,2,411,5230,-79,-104,-14
1684960450,10.215.173.1,172.217.14.68,132,64,8,,1684960455,40.527804,-111.888764,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-61,-95,-16,1,2,411,5230,-79,-104,-14
1684960450,172.217.14.68,10.215.173.1,132,64,0,42.795,1684960456,40.527804,-111.888764,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-100,-16,3,2,411,5230,-79,-104,-14
1684960451,10.215.173.1,172.217.14.68,132,64,8,,1684960456,40.527804,-111.888764,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-100,-16,3,2,411,5230,-79,-104,-14
1684960451,172.217.14.68,10.215.173.1,132,64,0,44.633,1684960456,40.527711,-111.888717,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-100,-16,3,2,411,5230,-79,-104,-14
1684960452,10.215.173.1,172.217.14.68,132,64,8,,1684960457,40.527711,-111.888717,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-100,-16,3,2,411,5230,-79,-104,-14
1684960452,172.217.14.68,10.215.173.1,132,64,0,40.227,1684960457,40.527711,-111.888717,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-100,-16,3,2,411,5230,-79,-104,-14
1684960453,10.215.173.1,172.217.14.68,132,64,8,,1684960457,40.527621,-111.888685,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-69,-100,-16,3,2,411,5230,-79,-104,-14
1684960453,172.217.14.68,10.215.173.1,132,64,0,49.308,1684960460,40.527472,-111.888641,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960454,10.215.173.1,172.217.14.68,132,64,8,,1684960460,40.527417,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960454,172.217.14.68,10.215.173.1,132,64,0,38.544,1684960460,40.527417,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960455,10.215.173.1,172.217.14.68,132,64,8,,1684960461,40.527417,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960455,172.217.14.68,10.215.173.1,132,64,0,54.548,1684960461,40.527379,-111.888632,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960456,10.215.173.1,172.217.14.68,132,64,8,,1684960461,40.527379,-111.888632,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960456,172.217.14.68,10.215.173.1,132,64,0,43.833,1684960462,40.527379,-111.888632,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960457,10.215.173.1,172.217.14.68,132,64,8,,1684960462,40.527379,-111.888632,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-59,-94,-15,2,3,411,5230,-79,-104,-14
1684960457,172.217.14.68,10.215.173.1,132,64,0,41.533,1684960462,40.527357,-111.888631,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960458,10.215.173.1,172.217.14.68,132,64,8,,1684960462,40.527357,-111.888631,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960458,172.217.14.68,10.215.173.1,132,64,0,39.897,1684960463,40.527357,-111.888631,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960459,10.215.173.1,172.217.14.68,132,64,8,,1684960463,40.527348,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960459,172.217.14.68,10.215.173.1,132,64,0,62.455,1684960466,40.52735,-111.888631,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960460,10.215.173.1,172.217.14.68,132,64,8,,1684960466,40.52735,-111.888631,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960460,172.217.14.68,10.215.173.1,132,64,0,37.38,1684960466,40.527352,-111.888632,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960461,10.215.173.1,172.217.14.68,132,64,8,,1684960467,40.527352,-111.888632,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-79,-104,-14
1684960461,172.217.14.68,10.215.173.1,132,64,0,46.187,1684960467,40.527352,-111.888632,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-71,-99,-17
1684960462,10.215.173.1,172.217.14.68,132,64,8,,1684960467,40.52735,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-71,-99,-17
1684960462,172.217.14.68,10.215.173.1,132,64,0,44.141,1684960468,40.52735,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-71,-99,-17
1684960463,10.215.173.1,172.217.14.68,132,64,8,,1684960468,40.527348,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-71,-99,-17
1684960463,172.217.14.68,10.215.173.1,132,64,0,58.747,1684960468,40.527346,-111.888633,0,0,5230,413,5230,"[10000, 10000, 20000, 5000]",[13],-65,-98,-15,1,3,411,5230,-71,-99,-17
