Pkt_no,Time,src,dst,length,ttl,Type,RTT,Time,Loc,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
5546,1684948715.134248000,10.215.173.1,172.217.14.68,132,64,8,,1684948722.084148,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-71,-8
5547,1684948715.169512000,172.217.14.68,10.215.173.1,132,64,0,35.264,1684948727.408693,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5548,1684948716.135908000,10.215.173.1,172.217.14.68,132,64,8,,1684948727.680237,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5549,1684948716.181323000,172.217.14.68,10.215.173.1,132,64,0,45.415,1684948728.061182,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5550,1684948717.138071000,10.215.173.1,172.217.14.68,132,64,8,,1684948728.3396711,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5551,1684948717.180408000,172.217.14.68,10.215.173.1,132,64,0,42.337,1684948728.631689,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5552,1684948718.139267000,10.215.173.1,172.217.14.68,132,64,8,,1684948729.003795,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5553,1684948718.179086000,172.217.14.68,10.215.173.1,132,64,0,39.819,1684948729.316881,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5554,1684948719.140426000,10.215.173.1,172.217.14.68,132,64,8,,1684948729.585034,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5555,1684948719.195605000,172.217.14.68,10.215.173.1,132,64,0,55.179,1684948729.85312,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5556,1684948720.142872000,10.215.173.1,172.217.14.68,132,64,8,,1684948730.2566242,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5557,1684948720.179022000,172.217.14.68,10.215.173.1,132,64,0,36.15,1684948730.531001,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5558,1684948721.144442000,10.215.173.1,172.217.14.68,132,64,8,,1684948730.810399,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5559,1684948721.181311000,172.217.14.68,10.215.173.1,132,64,0,36.869,1684948731.2009542,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5560,1684948722.147420000,10.215.173.1,172.217.14.68,132,64,8,,1684948731.511002,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5561,1684948722.190310000,172.217.14.68,10.215.173.1,132,64,0,42.89,1684948731.819926,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5562,1684948723.149412000,10.215.173.1,172.217.14.68,132,64,8,,1684948732.147858,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5563,1684948723.189274000,172.217.14.68,10.215.173.1,132,64,0,39.862,1684948732.5374348,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5564,1684948724.150773000,10.215.173.1,172.217.14.68,132,64,8,,1684948732.8505769,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5565,1684948724.193439000,172.217.14.68,10.215.173.1,132,64,0,42.666,1684948733.164997,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5566,1684948725.152053000,10.215.173.1,172.217.14.68,132,64,8,,1684948733.5753548,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5567,1684948725.190320000,172.217.14.68,10.215.173.1,132,64,0,38.267,1684948733.89468,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5568,1684948726.153973000,10.215.173.1,172.217.14.68,132,64,8,,1684948734.204502,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5569,1684948726.189190000,172.217.14.68,10.215.173.1,132,64,0,35.217,1684948734.595327,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5570,1684948727.156307000,10.215.173.1,172.217.14.68,132,64,8,,1684948734.914519,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5571,1684948727.200301000,172.217.14.68,10.215.173.1,132,64,0,43.994,1684948735.1892412,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5572,1684948728.157769000,10.215.173.1,172.217.14.68,132,64,8,,1684948735.468041,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-73,-8
5573,1684948728.199607000,172.217.14.68,10.215.173.1,132,64,0,41.838,1684948735.855776,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5574,1684948729.158832000,10.215.173.1,172.217.14.68,132,64,8,,1684948736.135968,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5575,1684948729.200182000,172.217.14.68,10.215.173.1,132,64,0,41.35,1684948736.449333,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5576,1684948730.160142000,10.215.173.1,172.217.14.68,132,64,8,,1684948736.866645,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5577,1684948730.200219000,172.217.14.68,10.215.173.1,132,64,0,40.077,1684948742.212095,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5578,1684948731.161505000,10.215.173.1,172.217.14.68,132,64,8,,1684948742.481432,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5579,1684948731.200050000,172.217.14.68,10.215.173.1,132,64,0,38.545,1684948742.766444,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5580,1684948732.162435000,10.215.173.1,172.217.14.68,132,64,8,,1684948743.062331,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5581,1684948732.199956000,172.217.14.68,10.215.173.1,132,64,0,37.521,1684948743.4861581,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5582,1684948733.163868000,10.215.173.1,172.217.14.68,132,64,8,,1684948743.754976,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5583,1684948733.199130000,172.217.14.68,10.215.173.1,132,64,0,35.262,1684948744.089789,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5584,1684948734.166240000,10.215.173.1,172.217.14.68,132,64,8,,1684948744.441461,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5585,1684948734.209207000,172.217.14.68,10.215.173.1,132,64,0,42.967,1684948744.719857,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5586,1684948735.169083000,10.215.173.1,172.217.14.68,132,64,8,,1684948745.0197709,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,23,5,423,975,-51,-71,-8
5587,1684948735.210243000,172.217.14.68,10.215.173.1,132,64,0,41.16,1684948745.374623,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,23,5,423,975,-51,-71,-8
5588,1684948736.170937000,10.215.173.1,172.217.14.68,132,64,8,,1684948745.661922,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-71,-8
5589,1684948736.209999000,172.217.14.68,10.215.173.1,132,64,0,39.062,1684948745.970575,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5590,1684948737.173827000,10.215.173.1,172.217.14.68,132,64,8,,1684948746.2601979,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5591,1684948737.210363000,172.217.14.68,10.215.173.1,132,64,0,36.536,1684948746.669625,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5592,1684948738.175025000,10.215.173.1,172.217.14.68,132,64,8,,1684948746.9486961,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5593,1684948738.221137000,172.217.14.68,10.215.173.1,132,64,0,46.112,1684948747.22853,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5594,1684948739.176456000,10.215.173.1,172.217.14.68,132,64,8,,1684948747.627933,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5595,1684948739.221203000,172.217.14.68,10.215.173.1,132,64,0,44.747,1684948747.944968,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5596,1684948740.177944000,10.215.173.1,172.217.14.68,132,64,8,,1684948748.251533,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5597,1684948740.220480000,172.217.14.68,10.215.173.1,132,64,0,42.536,1684948748.547046,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5598,1684948741.178335000,10.215.173.1,172.217.14.68,132,64,8,,1684948748.935174,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5599,1684948741.219366000,172.217.14.68,10.215.173.1,132,64,0,41.031,1684948749.2341251,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5600,1684948742.180339000,10.215.173.1,172.217.14.68,132,64,8,,1684948749.4960158,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5601,1684948742.219225000,172.217.14.68,10.215.173.1,132,64,0,38.886,1684948749.87363,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5602,1684948743.181947000,10.215.173.1,172.217.14.68,132,64,8,,1684948750.159775,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5603,1684948743.219154000,172.217.14.68,10.215.173.1,132,64,0,37.207,1684948750.428051,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-7
5604,1684948744.184035000,10.215.173.1,172.217.14.68,132,64,8,,1684948750.695814,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5605,1684948744.220172000,172.217.14.68,10.215.173.1,132,64,0,36.137,1684948751.12362,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5606,1684948745.184496000,10.215.173.1,172.217.14.68,132,64,8,,1684948751.4292889,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,24,5,423,975,-51,-72,-8
5607,1684948745.221833000,172.217.14.68,10.215.173.1,132,64,0,37.337,1684948756.803287,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5608,1684948746.186303000,10.215.173.1,172.217.14.68,132,64,8,,1684948757.061887,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5609,1684948746.229197000,172.217.14.68,10.215.173.1,132,64,0,42.894,1684948757.45946,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5610,1684948747.187230000,10.215.173.1,172.217.14.68,132,64,8,,1684948757.753203,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5611,1684948747.230326000,172.217.14.68,10.215.173.1,132,64,0,43.096,1684948758.045922,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5612,1684948748.188905000,10.215.173.1,172.217.14.68,132,64,8,,1684948758.450758,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5613,1684948748.230322000,172.217.14.68,10.215.173.1,132,64,0,41.417,1684948758.7636402,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5614,1684948749.189142000,10.215.173.1,172.217.14.68,132,64,8,,1684948759.053109,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5615,1684948749.228963000,172.217.14.68,10.215.173.1,132,64,0,39.821,1684948759.358165,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5616,1684948750.190096000,10.215.173.1,172.217.14.68,132,64,8,,1684948759.705798,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5617,1684948750.230103000,172.217.14.68,10.215.173.1,132,64,0,40.007,1684948759.99832,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5618,1684948751.190534000,10.215.173.1,172.217.14.68,132,64,8,,1684948760.3068428,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-8,23,5,423,975,-51,-72,-8
5619,1684948751.230193000,172.217.14.68,10.215.173.1,132,64,0,39.659,1684948760.648413,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5620,1684948752.192539000,10.215.173.1,172.217.14.68,132,64,8,,1684948760.941735,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5621,1684948752.230293000,172.217.14.68,10.215.173.1,132,64,0,37.754,1684948761.246217,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5622,1684948753.194362000,10.215.173.1,172.217.14.68,132,64,8,,1684948761.542073,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5623,1684948753.239443000,172.217.14.68,10.215.173.1,132,64,0,45.081,1684948761.812518,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5624,1684948754.195562000,10.215.173.1,172.217.14.68,132,64,8,,1684948762.133278,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5625,1684948754.240139000,172.217.14.68,10.215.173.1,132,64,0,44.577,1684948762.423468,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5626,1684948755.197396000,10.215.173.1,172.217.14.68,132,64,8,,1684948762.867724,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5627,1684948755.239304000,172.217.14.68,10.215.173.1,132,64,0,41.908,1684948763.193663,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5628,1684948756.199098000,10.215.173.1,172.217.14.68,132,64,8,,1684948763.4911559,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5629,1684948756.238935000,172.217.14.68,10.215.173.1,132,64,0,39.837,1684948763.785723,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5630,1684948757.200597000,10.215.173.1,172.217.14.68,132,64,8,,1684948764.1878169,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5631,1684948757.238974000,172.217.14.68,10.215.173.1,132,64,0,38.377,1684948764.482398,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5632,1684948758.203055000,10.215.173.1,172.217.14.68,132,64,8,,1684948764.764071,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5633,1684948758.240117000,172.217.14.68,10.215.173.1,132,64,0,37.062,1684948765.166486,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5634,1684948759.204738000,10.215.173.1,172.217.14.68,132,64,8,,1684948765.4440582,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-9
5635,1684948759.240123000,172.217.14.68,10.215.173.1,132,64,0,35.385,1684948765.7219741,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5636,1684948760.206362000,10.215.173.1,172.217.14.68,132,64,8,,1684948766.100332,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5637,1684948760.250228000,172.217.14.68,10.215.173.1,132,64,0,43.866,1684948771.542175,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5638,1684948761.208210000,10.215.173.1,172.217.14.68,132,64,8,,1684948771.831054,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5639,1684948761.249867000,172.217.14.68,10.215.173.1,132,64,0,41.657,1684948772.1474628,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5640,1684948762.210045000,10.215.173.1,172.217.14.68,132,64,8,,1684948772.433829,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5641,1684948762.250162000,172.217.14.68,10.215.173.1,132,64,0,40.117,1684948772.787542,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5642,1684948763.212661000,10.215.173.1,172.217.14.68,132,64,8,,1684948773.1138701,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5643,1684948763.249264000,172.217.14.68,10.215.173.1,132,64,0,36.603,1684948773.41358,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5644,1684948764.214562000,10.215.173.1,172.217.14.68,132,64,8,,1684948773.82572,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5645,1684948764.250759000,172.217.14.68,10.215.173.1,132,64,0,36.197,1684948774.1252658,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5646,1684948765.216080000,10.215.173.1,172.217.14.68,132,64,8,,1684948774.4056761,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5647,1684948765.260205000,172.217.14.68,10.215.173.1,132,64,0,44.125,1684948774.758288,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5648,1684948766.218046000,10.215.173.1,172.217.14.68,132,64,8,,1684948775.106636,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5649,1684948766.259039000,172.217.14.68,10.215.173.1,132,64,0,40.993,1684948775.423028,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5650,1684948767.220935000,10.215.173.1,172.217.14.68,132,64,8,,1684948775.688326,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5651,1684948767.260153000,172.217.14.68,10.215.173.1,132,64,0,39.218,1684948776.116124,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5652,1684948768.221742000,10.215.173.1,172.217.14.68,132,64,8,,1684948776.429368,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5653,1684948768.260100000,172.217.14.68,10.215.173.1,132,64,0,38.358,1684948776.768919,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5654,1684948769.222990000,10.215.173.1,172.217.14.68,132,64,8,,1684948777.115284,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5655,1684948769.259130000,172.217.14.68,10.215.173.1,132,64,0,36.14,1684948777.404628,"40.493915,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
