Pkt_no,Time,src,dst,length,ttl,Type,RTT,Time,Loc,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
4939,1684948410.730987000,172.217.14.68,10.215.173.1,132,64,0,36.46,1684948416.9654028,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4940,1684948411.695460000,10.215.173.1,172.217.14.68,132,64,8,,1684948417.2543821,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4941,1684948411.732239000,172.217.14.68,10.215.173.1,132,64,0,36.779,1684948422.042619,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4942,1684948412.696831000,10.215.173.1,172.217.14.68,132,64,8,,1684948422.329041,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4943,1684948412.742635000,172.217.14.68,10.215.173.1,132,64,0,45.804,1684948422.594458,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4944,1684948413.698696000,10.215.173.1,172.217.14.68,132,64,8,,1684948422.9854982,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4945,1684948413.741634000,172.217.14.68,10.215.173.1,132,64,0,42.938,1684948423.2826319,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4946,1684948414.700943000,10.215.173.1,172.217.14.68,132,64,8,,1684948423.6017659,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4947,1684948414.740603000,172.217.14.68,10.215.173.1,132,64,0,39.66,1684948423.920147,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4948,1684948415.702370000,10.215.173.1,172.217.14.68,132,64,8,,1684948424.304113,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4949,1684948415.740641000,172.217.14.68,10.215.173.1,132,64,0,38.271,1684948424.588927,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4950,1684948416.703823000,10.215.173.1,172.217.14.68,132,64,8,,1684948424.895364,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4951,1684948416.740517000,172.217.14.68,10.215.173.1,132,64,0,36.694,1684948425.2836428,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4952,1684948417.705586000,10.215.173.1,172.217.14.68,132,64,8,,1684948425.57324,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4953,1684948417.748597000,172.217.14.68,10.215.173.1,132,64,0,43.011,1684948425.839765,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4954,1684948418.707164000,10.215.173.1,172.217.14.68,132,64,8,,1684948426.2878232,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4955,1684948418.751545000,172.217.14.68,10.215.173.1,132,64,0,44.381,1684948426.6135092,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4956,1684948419.708468000,10.215.173.1,172.217.14.68,132,64,8,,1684948426.928233,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4957,1684948419.751658000,172.217.14.68,10.215.173.1,132,64,0,43.19,1684948427.2758799,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4958,1684948420.709714000,10.215.173.1,172.217.14.68,132,64,8,,1684948427.6814,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4959,1684948420.750746000,172.217.14.68,10.215.173.1,132,64,0,41.032,1684948428.002702,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4960,1684948421.711670000,10.215.173.1,172.217.14.68,132,64,8,,1684948428.3090491,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4961,1684948421.751677000,172.217.14.68,10.215.173.1,132,64,0,40.007,1684948433.16129,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4962,1684948422.713034000,10.215.173.1,172.217.14.68,132,64,8,,1684948433.426545,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4963,1684948422.753428000,172.217.14.68,10.215.173.1,132,64,0,40.394,1684948433.706035,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4964,1684948423.713713000,10.215.173.1,172.217.14.68,132,64,8,,1684948434.0987442,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4965,1684948423.751807000,172.217.14.68,10.215.173.1,132,64,0,38.094,1684948434.394888,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4966,1684948424.714723000,10.215.173.1,172.217.14.68,132,64,8,,1684948434.6738,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4967,1684948424.750337000,172.217.14.68,10.215.173.1,132,64,0,35.614,1684948435.051237,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4968,1684948425.716548000,10.215.173.1,172.217.14.68,132,64,8,,1684948435.372718,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4969,1684948425.761480000,172.217.14.68,10.215.173.1,132,64,0,44.932,1684948435.6537158,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4970,1684948426.718838000,10.215.173.1,172.217.14.68,132,64,8,,1684948435.935039,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4971,1684948426.767628000,172.217.14.68,10.215.173.1,132,64,0,48.79,1684948436.311025,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4972,1684948427.720535000,10.215.173.1,172.217.14.68,132,64,8,,1684948436.597894,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4973,1684948427.761631000,172.217.14.68,10.215.173.1,132,64,0,41.096,1684948436.882046,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4974,1684948428.722210000,10.215.173.1,172.217.14.68,132,64,8,,1684948437.253941,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4975,1684948428.761572000,172.217.14.68,10.215.173.1,132,64,0,39.362,1684948437.5401359,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4976,1684948429.723889000,10.215.173.1,172.217.14.68,132,64,8,,1684948437.869576,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4977,1684948429.761504000,172.217.14.68,10.215.173.1,132,64,0,37.615,1684948438.258807,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4978,1684948430.725570000,10.215.173.1,172.217.14.68,132,64,8,,1684948438.5851882,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4979,1684948430.761428000,172.217.14.68,10.215.173.1,132,64,0,35.858,1684948438.908782,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4980,1684948431.727530000,10.215.173.1,172.217.14.68,132,64,8,,1684948439.212435,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4981,1684948431.771548000,172.217.14.68,10.215.173.1,132,64,0,44.018,1684948439.572167,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4982,1684948432.729727000,10.215.173.1,172.217.14.68,132,64,8,,1684948439.878929,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4983,1684948432.771491000,172.217.14.68,10.215.173.1,132,64,0,41.764,1684948440.196222,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4984,1684948433.730992000,10.215.173.1,172.217.14.68,132,64,8,,1684948440.581066,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4985,1684948433.772114000,172.217.14.68,10.215.173.1,132,64,0,41.122,1684948440.904187,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4986,1684948434.732303000,10.215.173.1,172.217.14.68,132,64,8,,1684948441.214037,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4987,1684948434.771796000,172.217.14.68,10.215.173.1,132,64,0,39.493,1684948441.612611,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4988,1684948435.733703000,10.215.173.1,172.217.14.68,132,64,8,,1684948441.940713,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4989,1684948435.770662000,172.217.14.68,10.215.173.1,132,64,0,36.959,1684948442.251887,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4990,1684948436.735617000,10.215.173.1,172.217.14.68,132,64,8,,1684948442.5326972,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
4991,1684948436.771583000,172.217.14.68,10.215.173.1,132,64,0,35.966,1684948447.387264,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4992,1684948437.738708000,10.215.173.1,172.217.14.68,132,64,8,,1684948447.6713212,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4993,1684948437.781511000,172.217.14.68,10.215.173.1,132,64,0,42.803,1684948448.015553,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4994,1684948438.740612000,10.215.173.1,172.217.14.68,132,64,8,,1684948448.319725,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4995,1684948438.781458000,172.217.14.68,10.215.173.1,132,64,0,40.846,1684948448.617289,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4996,1684948439.741843000,10.215.173.1,172.217.14.68,132,64,8,,1684948448.901898,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4997,1684948439.781570000,172.217.14.68,10.215.173.1,132,64,0,39.727,1684948449.2903638,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4998,1684948440.743531000,10.215.173.1,172.217.14.68,132,64,8,,1684948449.5571141,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
4999,1684948440.780847000,172.217.14.68,10.215.173.1,132,64,0,37.316,1684948449.834503,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-71,-8
5000,1684948441.745120000,10.215.173.1,172.217.14.68,132,64,8,,1684948450.222355,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5001,1684948441.780512000,172.217.14.68,10.215.173.1,132,64,0,35.392,1684948450.500662,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5002,1684948442.747146000,10.215.173.1,172.217.14.68,132,64,8,,1684948450.7709062,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5003,1684948442.791529000,172.217.14.68,10.215.173.1,132,64,0,44.383,1684948451.040765,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5004,1684948443.748572000,10.215.173.1,172.217.14.68,132,64,8,,1684948451.421651,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5005,1684948443.791495000,172.217.14.68,10.215.173.1,132,64,0,42.923,1684948451.715749,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5006,1684948444.750326000,10.215.173.1,172.217.14.68,132,64,8,,1684948452.004352,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5007,1684948444.790312000,172.217.14.68,10.215.173.1,132,64,0,39.986,1684948452.286449,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5008,1684948445.751798000,10.215.173.1,172.217.14.68,132,64,8,,1684948452.6597939,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5009,1684948445.794309000,172.217.14.68,10.215.173.1,132,64,0,42.511,1684948452.9443562,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5010,1684948446.753630000,10.215.173.1,172.217.14.68,132,64,8,,1684948453.24751,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5011,1684948446.792321000,172.217.14.68,10.215.173.1,132,64,0,38.691,1684948453.622735,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5012,1684948447.754800000,10.215.173.1,172.217.14.68,132,64,8,,1684948453.9005592,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5013,1684948447.791809000,172.217.14.68,10.215.173.1,132,64,0,37.009,1684948458.697919,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5014,1684948448.756613000,10.215.173.1,172.217.14.68,132,64,8,,1684948459.0337548,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5015,1684948448.801268000,172.217.14.68,10.215.173.1,132,64,0,44.655,1684948459.3263612,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5016,1684948449.758336000,10.215.173.1,172.217.14.68,132,64,8,,1684948459.587144,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5017,1684948449.801688000,172.217.14.68,10.215.173.1,132,64,0,43.352,1684948459.869965,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5018,1684948450.760087000,10.215.173.1,172.217.14.68,132,64,8,,1684948460.21991,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5019,1684948450.801012000,172.217.14.68,10.215.173.1,132,64,0,40.925,1684948460.5063071,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5020,1684948451.761252000,10.215.173.1,172.217.14.68,132,64,8,,1684948460.7833579,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5021,1684948451.800513000,172.217.14.68,10.215.173.1,132,64,0,39.261,1684948461.186962,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5022,1684948452.762465000,10.215.173.1,172.217.14.68,132,64,8,,1684948461.4731789,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5023,1684948452.800255000,172.217.14.68,10.215.173.1,132,64,0,37.79,1684948461.764678,"40.493919,-111.865830",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5024,1684948453.764154000,10.215.173.1,172.217.14.68,132,64,8,,1684948462.057987,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5025,1684948453.800488000,172.217.14.68,10.215.173.1,132,64,0,36.334,1684948462.4587169,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5026,1684948454.765467000,10.215.173.1,172.217.14.68,132,64,8,,1684948462.770886,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5027,1684948454.800170000,172.217.14.68,10.215.173.1,132,64,0,34.703,1684948463.051415,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5028,1684948455.767995000,10.215.173.1,172.217.14.68,132,64,8,,1684948463.47163,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5029,1684948455.810324000,172.217.14.68,10.215.173.1,132,64,0,42.329,1684948463.750646,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5030,1684948456.770058000,10.215.173.1,172.217.14.68,132,64,8,,1684948464.0585291,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5031,1684948456.812290000,172.217.14.68,10.215.173.1,132,64,0,42.232,1684948464.3987641,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5032,1684948457.770910000,10.215.173.1,172.217.14.68,132,64,8,,1684948464.707681,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5033,1684948457.810567000,172.217.14.68,10.215.173.1,132,64,0,39.657,1684948464.9811141,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5034,1684948458.772639000,10.215.173.1,172.217.14.68,132,64,8,,1684948465.273244,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5035,1684948458.811375000,172.217.14.68,10.215.173.1,132,64,0,38.736,1684948470.2539678,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5036,1684948459.774827000,10.215.173.1,172.217.14.68,132,64,8,,1684948470.51685,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5037,1684948459.811440000,172.217.14.68,10.215.173.1,132,64,0,36.613,1684948470.7552981,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5038,1684948460.776428000,10.215.173.1,172.217.14.68,132,64,8,,1684948471.1407738,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5039,1684948460.820516000,172.217.14.68,10.215.173.1,132,64,0,44.088,1684948471.435255,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5040,1684948461.778172000,10.215.173.1,172.217.14.68,132,64,8,,1684948471.745148,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5041,1684948461.821462000,172.217.14.68,10.215.173.1,132,64,0,43.29,1684948472.134304,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5042,1684948462.780123000,10.215.173.1,172.217.14.68,132,64,8,,1684948472.450894,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5043,1684948462.820516000,172.217.14.68,10.215.173.1,132,64,0,40.393,1684948472.741521,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5044,1684948463.782050000,10.215.173.1,172.217.14.68,132,64,8,,1684948473.1552498,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5045,1684948463.821242000,172.217.14.68,10.215.173.1,132,64,0,39.192,1684948473.463866,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5046,1684948464.783251000,10.215.173.1,172.217.14.68,132,64,8,,1684948473.763776,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5047,1684948464.820265000,172.217.14.68,10.215.173.1,132,64,0,37.014,1684948474.161294,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5048,1684948465.785346000,10.215.173.1,172.217.14.68,132,64,8,,1684948474.453711,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5049,1684948465.831123000,172.217.14.68,10.215.173.1,132,64,0,45.777,1684948474.742104,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5050,1684948466.786391000,10.215.173.1,172.217.14.68,132,64,8,,1684948475.0369458,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5051,1684948466.831844000,172.217.14.68,10.215.173.1,132,64,0,45.453,1684948475.434001,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5052,1684948467.788173000,10.215.173.1,172.217.14.68,132,64,8,,1684948475.6986399,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5053,1684948467.830651000,172.217.14.68,10.215.173.1,132,64,0,42.478,1684948476.005175,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5054,1684948468.789881000,10.215.173.1,172.217.14.68,132,64,8,,1684948476.3666,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5055,1684948468.830380000,172.217.14.68,10.215.173.1,132,64,0,40.499,1684948476.681354,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5056,1684948469.791705000,10.215.173.1,172.217.14.68,132,64,8,,1684948476.9612439,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5057,1684948469.831403000,172.217.14.68,10.215.173.1,132,64,0,39.698,1684948477.289855,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5058,1684948470.793536000,10.215.173.1,172.217.14.68,132,64,8,,1684948477.690516,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
